t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
47623,63068,0,1,0,4,0,1,2,2,0,0,7,24,938,1020
52748,63070,0,1,3,2,1,0,3,3,0,0,11,11,990,1118
51428,63114,0,2,2,3,1,0,1,11,0,3,4,15,1036,1068
63904,63176,0,1,4,1,0,1,7,7,1,1,18,13,1125,1132
56197,63187,2,0,1,4,0,1,4,10,0,2,6,15,1087,1202
51992,63239,0,1,2,2,1,0,2,2,0,0,11,21,958,977
49368,63241,0,1,0,4,0,0,2,2,0,0,10,31,901,933
54320,63362,0,0,1,4,0,0,3,3,0,0,10,16,1024,1089
72590,63398,1,0,4,2,1,0,11,3,1,0,19,8,1266,1250
57846,63491,0,1,2,3,0,1,3,8,0,2,12,20,1113,1058
51622,63499,0,1,1,4,0,1,1,1,0,0,11,23,974,1078
75417,63521,2,0,4,2,1,0,10,10,3,3,18,3,1304,1286
49552,63623,0,1,0,4,0,0,2,9,0,1,3,17,956,1114
56877,63623,0,1,1,4,1,0,4,9,0,1,6,13,1159,1218
58911,63632,1,0,2,3,0,0,4,4,0,0,12,20,1094,1036
61919,63642,0,0,2,4,0,1,5,5,0,0,4,7,1264,1249
62231,63650,1,0,2,2,1,0,5,5,0,0,22,20,984,1078
73325,63731,2,0,5,1,0,1,8,8,1,1,16,10,1355,1172
64454,63737,1,0,3,3,0,0,8,8,1,1,10,10,1157,1152
72782,63788,2,0,4,1,1,0,9,9,2,2,21,6,1206,1248
47829,63788,0,1,1,2,1,0,2,2,0,0,5,26,968,994
58694,63912,0,1,2,3,0,1,5,5,0,0,6,9,1234,1193
50200,63934,0,1,0,4,0,1,1,1,0,0,11,20,895,1067
56112,63965,0,1,2,3,1,0,3,3,0,0,3,9,1214,1252
68104,63978,1,0,4,1,0,0,8,8,1,1,13,10,1256,1208
51362,64027,0,1,1,3,1,0,3,3,0,0,13,29,916,954
60220,64121,1,0,3,3,0,1,4,4,0,0,14,26,993,963
61923,64155,2,0,1,4,1,0,4,4,0,0,12,12,1075,1168
75318,64160,2,0,2,3,0,0,11,11,3,3,17,9,1275,1266
72649,64161,2,0,5,1,1,0,9,5,1,0,23,16,1088,1076
70994,64172,1,0,3,2,0,0,8,8,1,1,19,9,1253,1196
67952,64206,1,0,3,3,1,0,8,8,1,1,16,12,1225,1230
70063,64213,1,0,3,3,0,0,8,8,1,1,14,8,1255,1331
45794,64227,0,1,0,4,0,1,1,1,0,0,6,32,856,905
64125,64322,0,1,2,4,1,0,7,7,1,1,11,13,1237,1183
74109,64369,1,0,3,3,0,0,10,10,2,2,18,11,1241,1184
56666,64372,0,1,2,3,1,0,5,5,0,0,7,17,1119,1154
75786,64420,2,1,2,2,1,0,11,3,3,0,11,6,1331,1299
56166,64423,1,0,2,4,1,0,3,3,0,0,6,21,1046,1058
73681,64551,2,0,1,4,1,0,10,10,2,2,26,19,1202,1161
70297,64558,1,1,5,1,1,0,10,10,2,2,14,12,1213,1192
76291,64581,2,0,3,3,0,0,11,11,5,5,9,6,1317,1316
78041,64616,2,0,3,4,1,0,11,11,3,3,18,11,1349,1289
52957,64628,0,1,2,3,0,1,3,3,0,0,4,17,1111,1124
58360,64780,0,1,1,4,0,1,4,4,0,0,11,20,1137,1130
50181,64851,0,0,0,5,1,0,3,3,0,0,9,27,903,1031
52474,65026,0,1,1,3,1,0,1,1,0,0,12,20,1007,1144
53967,65038,0,1,1,4,1,0,2,2,0,0,8,17,1043,1138
57403,65046,0,1,2,2,1,0,4,4,0,0,14,16,1106,1143
57097,65077,0,1,2,3,1,0,3,3,0,0,7,17,1090,1157
73097,65103,1,0,2,3,1,0,11,11,2,2,18,11,1317,1313
77699,65108,2,0,3,2,1,0,11,11,3,3,27,13,1209,1215
54983,65109,0,1,2,3,0,1,2,2,0,0,4,14,1150,1146
80886,65112,3,0,4,2,0,1,10,10,3,3,19,11,1405,1282
74657,65119,3,0,2,3,0,1,10,10,5,5,22,19,1165,1151
56019,65156,0,1,0,5,1,0,4,4,0,0,8,17,1080,1103
68387,65166,1,0,1,4,1,0,8,8,1,1,20,11,1142,1244
57408,65211,0,1,1,4,0,1,4,4,0,0,15,24,983,987
68902,65239,0,0,2,3,0,0,7,7,1,1,17,14,1263,1246
60253,65244,0,0,1,4,0,0,3,3,0,0,11,19,1176,1124
70830,65310,0,0,4,2,0,0,8,8,1,1,15,7,1251,1239
50878,65315,0,1,0,4,0,1,0,0,0,0,16,16,934,1109
53624,65318,0,0,0,4,0,0,2,2,0,0,14,23,980,1059
60776,65320,1,0,3,2,1,0,6,9,0,2,8,16,1080,1205
73011,65325,2,0,3,3,1,0,10,10,2,2,17,13,1210,1215
74801,65350,1,0,4,2,1,0,9,9,1,1,13,6,1383,1350
63536,65351,1,0,1,3,1,0,7,7,0,0,18,22,1042,1141
62634,65365,1,0,2,3,0,1,8,8,1,1,19,20,1026,1117
54022,65374,0,1,2,3,1,0,2,2,0,0,14,21,964,1063
58098,65378,0,1,2,3,0,1,3,3,0,0,16,15,1085,1156
57742,65398,0,1,2,3,1,0,3,3,0,0,13,23,1100,1043
56616,65405,0,1,3,2,0,1,4,4,0,0,13,21,1019,1025
53675,65533,0,1,1,4,1,0,2,2,0,0,8,12,1096,1217
53783,65617,0,1,1,3,1,0,0,0,0,0,16,20,1034,1086
72385,65716,2,0,4,2,0,1,11,11,4,4,18,12,1245,1261
55979,65722,0,0,3,2,0,0,4,4,0,0,18,19,952,1029
74198,65739,1,1,2,4,0,0,8,5,1,0,20,22,1124,1058
58346,65783,0,1,2,4,1,0,3,3,0,0,13,16,1021,1079
74946,65798,2,0,3,2,0,0,10,10,3,3,23,12,1249,1187
59384,65819,0,1,3,2,1,0,3,3,0,0,18,22,1093,1019
58483,65826,1,0,1,4,0,0,3,3,0,0,10,21,1122,1172
72268,65837,1,0,4,2,0,1,9,9,2,2,23,13,1172,1033
57806,65867,1,0,2,3,1,0,3,3,0,0,5,12,1121,1235
69928,65882,1,0,2,3,0,0,9,9,1,1,20,21,1162,1108
58037,65884,0,1,1,4,1,0,2,2,0,0,9,13,1133,1199
54570,65907,0,1,1,4,1,0,3,3,0,0,8,20,1091,1069
67451,65974,0,1,2,3,1,0,7,7,1,1,23,26,1015,965
58073,65994,0,1,3,3,1,0,4,4,0,0,8,11,1194,1223
57471,66005,0,1,3,3,1,0,4,4,0,0,11,11,1105,1146
55715,66017,0,1,1,4,0,1,2,2,0,0,9,14,1100,1119
60449,66084,0,1,4,1,1,0,6,6,0,0,15,12,1047,1062
63972,66127,1,0,2,3,0,0,5,5,1,1,22,23,1046,1031
53211,66137,0,1,2,2,0,1,3,3,0,0,6,19,1092,1093
76813,66154,2,1,2,4,1,0,11,3,4,0,18,8,1357,1351
78658,66194,1,0,4,2,0,1,10,2,3,0,18,9,1433,1330
56433,66202,0,1,2,3,0,1,2,2,0,0,11,18,1043,1104
58432,66221,1,0,3,2,1,0,5,5,0,0,15,21,940,1124
57949,66498,1,0,0,4,0,0,2,2,0,0,15,30,989,984
73867,66523,2,0,4,2,1,0,11,3,4,0,9,12,1299,1246
49412,66646,0,1,0,5,0,1,2,2,0,0,4,18,981,1072
61859,66652,0,1,1,4,0,1,3,3,0,0,16,21,1179,1158
68569,66685,0,0,4,1,0,0,7,7,1,1,18,8,1281,1284
73325,66756,2,0,4,1,1,0,8,6,2,0,17,10,1304,1345
62596,66760,0,2,2,4,0,1,2,10,0,2,16,15,1088,1100
56850,66762,0,1,3,1,0,1,2,2,0,0,11,15,1115,1215
58227,66772,0,0,2,3,0,1,3,3,0,0,2,21,1180,1134
75678,66792,1,1,4,2,1,0,11,11,3,3,19,4,1345,1407
57975,66823,0,0,2,3,0,0,1,1,0,0,13,17,1109,1144
72304,66834,1,1,2,3,0,1,8,8,1,1,15,12,1321,1193
62228,66883,0,1,1,3,0,1,7,7,1,1,18,24,1071,1033
57869,66940,0,0,3,2,0,0,5,5,1,1,11,21,1065,1081
65560,66978,1,1,3,2,1,0,8,8,1,1,15,17,1136,1192
54041,67017,0,1,1,5,0,1,1,1,0,0,8,8,1040,1157
57670,67026,1,0,1,4,0,1,3,3,0,0,8,21,1103,1243
54945,67113,0,0,0,4,0,0,5,5,0,0,8,23,987,1022
58109,67113,1,1,2,3,0,1,2,7,0,1,9,14,1160,1283
70112,67152,1,1,2,3,1,0,8,8,2,2,24,19,1056,1039
60927,67193,0,1,2,3,1,0,5,5,0,0,23,26,1031,999
78849,67234,2,0,4,2,1,0,9,9,1,1,15,4,1456,1334
80771,67242,2,0,3,3,0,0,10,10,2,2,17,8,1351,1304
76008,67252,1,1,3,4,0,1,9,9,1,1,9,4,1504,1320
76885,67269,1,0,0,4,0,0,9,9,1,1,18,17,1258,1219
74249,67281,2,1,3,2,0,1,9,6,1,0,21,16,1194,1195
61478,67292,0,1,1,4,1,0,3,3,0,0,3,3,1281,1259
56825,67357,0,1,1,4,1,0,3,10,0,3,13,29,981,1004
57707,67485,0,0,3,2,0,0,3,3,0,0,10,15,1085,1107
74324,67527,2,1,3,2,0,0,8,4,1,0,22,8,1276,1328
58418,67538,0,1,2,3,0,1,6,6,1,1,7,16,1153,1154
72208,67575,1,1,3,3,0,1,9,9,1,1,24,22,1103,1058
76190,67624,2,0,4,2,1,0,10,10,2,2,24,12,1182,1187
61848,67660,1,1,0,5,0,1,4,9,0,2,16,17,1055,1079
60289,67666,0,1,3,3,0,1,3,3,0,0,11,13,1117,1056
77405,67699,2,0,2,4,0,1,10,10,2,2,25,8,1237,1308
59162,67748,0,1,2,2,1,0,5,5,0,0,10,22,1130,1196
60324,67768,0,1,2,4,0,1,4,7,0,1,6,15,1209,1190
50835,67804,0,1,1,4,0,1,2,2,0,0,10,26,925,1006
62643,67942,1,0,3,2,0,1,4,4,0,0,6,13,1231,1215
59766,67968,0,1,2,2,1,0,5,5,0,0,11,17,1099,1156
60239,68000,0,1,1,4,0,1,3,3,0,0,11,20,1155,1141
71812,68001,0,1,4,2,0,0,7,4,1,0,23,20,1219,1150
80155,68042,3,0,4,1,1,0,11,3,5,0,22,10,1232,1255
63934,68153,1,0,0,5,1,0,8,8,2,2,26,25,878,1073
62184,68220,1,0,4,2,1,0,8,8,0,0,11,15,1091,1058
51465,68231,0,1,0,5,0,1,0,0,0,0,4,12,1091,1300
59604,68287,0,1,1,4,0,1,3,9,0,1,4,13,1251,1265
74736,68335,0,0,3,2,0,0,9,9,2,2,32,24,1151,1096
53883,68460,0,1,0,5,1,0,4,4,0,0,4,15,1102,1214
63323,68481,0,1,2,4,1,0,5,5,0,0,14,19,1139,1127
54756,68637,0,0,3,2,0,0,1,1,0,0,6,17,1146,1156
78241,68643,1,1,4,2,1,0,8,8,1,1,30,5,1318,1324
56403,68702,0,2,2,3,1,0,6,9,0,1,6,18,1120,1112
55881,68768,0,2,2,3,0,1,3,9,0,1,4,16,1150,1244
72120,68833,2,1,2,3,1,0,8,8,1,1,18,15,1261,1247
79762,68862,1,0,4,2,1,0,8,8,2,2,24,13,1382,1282
64887,68866,1,1,2,4,1,0,3,8,0,1,14,14,1195,1263
56695,68894,0,1,2,3,0,1,1,1,0,0,7,9,1143,1358
74841,68926,1,0,3,3,1,0,9,9,1,1,27,15,1152,1118
58111,68938,0,0,0,4,0,0,3,3,0,0,6,23,1111,1061
58999,68977,0,2,2,3,1,0,3,10,0,1,15,18,1059,1176
52534,68979,0,2,1,4,0,1,2,9,0,1,5,25,1031,1151
62023,68991,0,1,1,4,1,0,2,2,0,0,13,22,1101,1011
59504,68996,0,0,0,4,0,0,2,2,0,0,5,14,1226,1202
57617,69027,0,1,2,3,0,1,2,2,0,0,13,28,1029,1041
60019,69255,0,1,2,3,0,1,2,2,0,0,13,26,1127,1161
77971,69320,2,0,3,2,0,1,11,11,3,3,32,22,1168,1216
54938,69322,0,1,1,3,0,1,2,11,0,3,8,23,1039,1135
68198,69377,1,1,1,4,1,0,6,6,0,0,15,22,1185,1108
59952,69377,0,1,2,3,1,0,3,3,0,0,10,13,1174,1258
78655,69409,2,0,3,4,0,1,11,11,3,3,27,18,1253,1243
65203,69415,0,1,3,2,0,1,4,4,0,0,9,16,1288,1192
53774,69455,0,2,2,3,0,1,2,11,0,4,11,26,982,1064
60366,69622,0,1,1,4,1,0,2,2,0,0,14,19,1083,1098
61308,69643,0,1,1,4,1,0,3,3,0,0,16,24,1075,1071
65680,69651,1,1,1,5,1,0,10,10,2,2,18,25,964,1096
74415,69686,1,0,3,3,1,0,8,8,1,1,21,17,1274,1261
76818,69700,2,1,2,3,1,0,11,11,2,2,21,14,1237,1218
57984,69834,0,2,1,4,1,0,3,8,0,1,4,16,1194,1264
64116,69850,1,1,2,3,1,0,7,10,0,2,17,27,1000,1070
71693,69853,1,0,3,3,0,0,5,5,0,0,17,13,1237,1218
64050,69973,1,0,1,4,0,0,5,5,0,0,5,7,1297,1376
63014,69995,0,1,2,4,1,0,3,3,0,0,11,15,1245,1298
58850,70103,0,2,2,3,0,1,3,10,0,2,13,25,1081,1090
68917,70246,1,0,3,3,0,0,7,7,1,1,22,15,1164,1158
59950,70377,0,1,3,2,1,0,3,3,0,0,15,19,1019,1147
63420,70454,0,1,1,4,1,0,3,3,0,0,18,23,1111,1146
61536,70695,0,1,1,5,1,0,4,4,0,0,12,20,1176,1174
66009,70704,0,1,3,2,0,1,5,5,0,0,22,26,1125,1044
76635,70743,2,0,4,2,1,0,8,8,1,1,24,14,1260,1219
77659,70813,1,0,4,3,1,0,8,8,1,1,16,9,1467,1442
63463,70896,2,0,3,3,1,0,4,9,0,1,5,16,1181,1321
79912,70986,2,0,4,3,1,0,10,10,1,1,28,18,1226,1255
62039,70997,0,1,2,4,0,1,2,2,0,0,10,15,1250,1331
79711,71003,2,0,3,2,1,0,11,11,5,5,18,12,1439,1338
58076,71024,0,0,1,4,0,0,4,4,0,0,5,12,1118,1223
55439,71071,0,1,2,3,1,0,1,1,0,0,7,16,1161,1277
68866,71159,0,1,2,3,0,1,8,8,1,1,26,21,1115,1182
62434,71208,1,0,3,3,1,0,5,5,0,0,13,22,1128,1225
54111,71237,0,0,1,4,0,0,2,2,0,0,14,37,927,996
69438,71288,1,1,2,4,1,0,6,6,1,1,19,19,1128,1135
79452,71291,1,1,4,2,1,0,7,7,1,1,15,12,1504,1308
77137,71348,1,1,5,0,1,0,11,11,2,2,11,8,1339,1283
73770,71352,2,0,4,2,0,0,7,7,0,0,15,19,1313,1174
57633,71410,0,1,2,4,0,1,3,3,0,0,10,17,1096,1234
63170,71493,0,1,4,1,1,0,4,4,0,0,25,30,1074,1059
66580,71547,1,0,0,6,1,0,8,8,1,1,10,26,1106,1128
64762,71630,0,1,1,4,1,0,4,4,0,0,12,14,1236,1280
63644,71673,0,1,3,3,0,1,3,3,0,0,9,19,1116,1194
76665,71697,1,1,4,2,0,1,7,7,2,2,24,6,1305,1326
61266,71753,0,0,3,3,0,0,4,4,0,0,9,21,1100,1244
63686,71813,1,0,1,5,0,1,5,5,0,0,13,22,1128,1182
62828,72079,0,1,2,3,1,0,4,4,0,0,7,17,1263,1281
66574,72086,1,0,1,4,1,0,8,8,1,1,15,17,1127,1237
63279,72202,1,0,0,4,0,0,5,5,0,0,13,25,1126,1145
76939,72256,1,0,4,2,0,1,11,11,4,4,22,14,1198,1274
59672,72310,0,0,1,4,0,0,1,1,0,0,5,14,1221,1198
63500,72327,0,2,1,4,0,1,3,7,0,1,11,22,1231,1197
58839,72501,0,1,1,4,0,1,3,3,0,0,9,17,1171,1261
61602,72502,0,1,1,5,0,1,4,4,0,0,10,15,1174,1256
78217,72552,3,0,3,3,1,0,10,10,2,2,23,17,1193,1234
81284,72750,4,0,3,3,1,0,10,4,3,0,18,24,1183,1274
63853,72779,0,1,3,3,1,0,3,3,0,0,9,12,1240,1286
65750,73009,0,1,1,4,0,1,6,6,0,0,16,27,1063,1136
77800,73036,1,0,3,4,0,0,9,9,2,2,13,14,1418,1438
66296,73203,1,0,2,3,0,1,4,9,0,1,5,13,1350,1452
59932,73217,0,0,2,4,0,0,3,3,0,0,10,22,1178,1276
80597,73228,2,0,3,4,1,0,10,10,2,2,30,17,1151,1235
70498,73239,2,1,2,4,1,0,8,7,0,1,14,14,1216,1302
74144,73254,2,0,2,4,1,0,10,10,1,1,18,20,1164,1269
68623,73257,2,0,4,2,1,0,8,7,2,1,13,17,1164,1277
76310,73305,1,1,2,4,0,1,9,9,2,2,9,18,1311,1231
63366,73392,0,1,2,4,1,0,3,3,0,0,15,18,1207,1314
63590,73488,0,1,3,2,1,0,3,3,0,0,9,16,1255,1267
62192,73581,0,1,1,4,0,1,3,3,0,0,13,24,1155,1218
78376,73759,2,0,2,4,0,0,9,9,2,2,18,23,1262,1207
79901,73767,2,0,2,4,0,1,11,11,3,3,13,14,1429,1352
78223,73784,2,1,4,0,0,0,10,8,2,2,22,14,1230,1153
62434,73823,0,1,1,4,0,1,2,2,0,0,10,23,1213,1290
73952,73871,1,1,4,2,0,1,5,5,0,0,18,18,1339,1235
65369,73903,0,1,2,4,1,0,4,4,0,0,12,24,1195,1161
86337,73931,3,0,2,4,0,1,8,8,1,1,34,10,1290,1411
72605,74042,0,1,3,3,0,1,10,10,3,3,12,20,1302,1289
80404,74214,1,0,4,2,0,0,9,9,2,2,20,8,1448,1397
52401,74255,0,1,0,5,0,1,0,0,0,0,9,20,1003,1254
61142,74339,0,1,1,4,0,1,2,2,0,0,10,22,1222,1291
61767,74353,1,0,2,4,0,0,4,4,0,0,3,17,1334,1389
64666,74372,0,0,2,4,0,0,3,3,0,0,18,23,1111,1219
66638,74391,0,1,4,2,1,0,5,5,0,0,10,11,1288,1278
70694,74420,0,1,2,3,1,0,7,7,2,2,25,21,1126,1144
79227,74527,1,1,3,4,0,1,9,9,1,1,9,8,1508,1337
68077,74571,1,1,0,5,0,1,6,11,1,4,6,21,1292,1252
82939,74683,0,1,4,3,0,1,9,9,2,2,37,14,1320,1359
79763,75027,1,0,3,4,0,0,8,8,1,1,8,3,1607,1519
65379,75047,0,2,3,3,0,1,4,10,0,3,8,13,1369,1374
69298,75109,1,1,4,2,1,0,5,5,0,0,12,13,1306,1315
70485,75144,1,0,0,6,1,0,5,5,0,0,19,23,1138,1132
62340,75213,0,0,2,4,0,0,2,2,0,0,5,14,1346,1354
68768,75340,1,2,3,3,1,0,4,10,0,2,12,11,1246,1412
72934,75403,1,0,3,4,0,1,7,7,0,0,14,27,1242,1246
64648,75416,0,1,1,5,1,0,5,5,0,0,15,20,1176,1257
66691,75537,0,1,2,4,0,1,4,4,0,0,8,13,1311,1366
62151,75642,0,1,1,4,0,1,5,5,0,0,7,26,1144,1212
72840,75747,1,0,3,3,0,0,5,5,0,0,6,13,1445,1387
69810,75840,0,1,2,4,1,0,5,5,0,0,11,16,1308,1302
65218,75948,0,1,3,3,0,1,3,3,0,0,9,22,1337,1368
75527,75983,1,0,2,4,0,1,7,7,0,0,14,20,1296,1323
81345,76156,1,0,3,4,1,0,11,11,2,2,17,12,1354,1363
81706,76270,2,0,4,3,0,0,8,8,1,1,17,8,1443,1387
78194,76321,0,1,5,2,0,1,8,8,1,1,29,13,1283,1236
68723,76368,1,0,3,3,1,0,4,4,0,0,19,31,1227,1154
80203,76373,2,0,3,4,0,1,8,8,1,1,17,15,1378,1392
63386,76419,0,1,3,3,1,0,2,2,0,0,14,31,1144,1214
68116,76532,0,1,0,5,0,1,4,4,0,0,20,23,1185,1269
75370,76587,2,0,3,3,0,1,3,3,0,0,20,22,1274,1150
82086,76633,2,1,2,4,1,0,9,4,2,0,18,18,1353,1387
88739,76784,3,0,4,4,1,0,10,10,2,2,29,20,1264,1304
76864,77160,2,1,3,3,1,0,8,9,1,2,19,18,1297,1408
65590,77276,0,0,1,4,0,0,4,4,0,0,14,25,1214,1193
66367,77314,1,2,2,4,0,1,4,9,0,1,9,20,1282,1340
70690,77325,1,1,2,4,0,1,3,3,0,0,12,22,1331,1277
63974,77440,0,1,1,4,0,1,3,3,0,0,3,14,1367,1441
71542,77559,1,1,2,4,1,0,3,3,0,0,19,24,1174,1186
70410,77600,1,0,2,5,1,0,5,5,0,0,6,12,1341,1390
76815,78039,3,0,2,4,1,0,9,8,2,1,17,23,1233,1343
90265,78314,2,0,4,3,0,0,8,8,1,1,23,12,1523,1505
78492,78343,1,0,3,3,1,0,6,6,0,0,26,20,1367,1268
67099,78526,0,1,3,3,1,0,6,6,0,0,7,18,1274,1330
74081,78789,2,0,0,6,0,1,7,7,1,1,20,27,1191,1151
79996,78952,2,0,2,5,1,0,8,9,1,1,19,18,1370,1392
72714,78964,0,3,3,4,0,1,3,9,0,2,14,14,1331,1384
71511,79096,0,1,1,5,0,1,4,4,0,0,21,29,1240,1286
66946,79148,0,1,2,4,0,1,3,3,0,0,14,23,1221,1352
74208,79299,2,0,3,3,1,0,8,8,3,3,18,23,1248,1277
73357,79537,0,3,3,3,1,0,3,10,0,2,16,22,1356,1297
67963,79759,1,0,3,3,1,0,4,4,0,0,10,18,1278,1484
72109,79958,0,1,2,4,0,1,4,4,0,0,18,21,1215,1305
84699,80069,1,0,4,3,0,0,9,9,1,1,20,12,1433,1384
74203,80589,2,0,1,5,0,1,8,8,2,2,13,26,1286,1279
69332,80724,0,1,2,4,1,0,3,3,0,0,9,19,1343,1296
72331,80898,1,1,2,4,0,1,6,6,0,0,10,23,1315,1329
88778,80943,1,0,3,4,0,0,9,9,1,1,20,10,1555,1613
71600,81035,0,1,4,3,1,0,5,5,0,0,21,18,1183,1285
89407,81209,3,0,4,2,0,0,11,11,5,5,17,13,1515,1504
64640,81617,0,2,1,4,0,1,4,11,0,3,13,30,1166,1342
77507,81956,0,3,4,3,0,1,7,11,0,3,19,22,1313,1295
83265,81999,1,0,3,3,0,0,8,8,2,2,12,13,1545,1542
89898,82110,3,0,3,4,1,0,10,10,3,3,20,16,1552,1544
83415,82332,1,0,4,3,1,0,8,8,1,1,14,14,1567,1521
79517,82360,2,0,3,3,0,0,8,8,0,0,20,23,1378,1393
81888,82375,2,0,1,5,0,1,8,8,1,1,39,29,1145,1265
74800,82711,0,0,3,4,0,0,8,8,2,2,9,17,1397,1356
75802,83242,1,2,0,5,1,0,9,9,2,1,10,18,1324,1466
76577,83488,1,1,3,4,1,0,5,5,0,0,21,19,1302,1383
83393,83501,2,1,4,3,0,1,7,7,0,0,18,17,1426,1441
70975,83671,0,0,4,3,0,0,4,4,0,0,11,17,1390,1374
79939,83825,1,0,1,4,1,0,7,7,1,1,30,35,1156,1217
66056,84865,0,1,0,6,0,1,4,4,0,0,15,36,1139,1178
81497,84937,1,3,4,3,1,0,9,9,3,3,24,19,1260,1332
91406,84988,1,1,4,3,1,0,11,11,5,5,35,19,1478,1494
82346,85773,2,1,3,4,1,0,9,7,2,1,14,17,1413,1548
77489,85869,1,0,4,1,0,0,7,7,1,1,14,22,1307,1322
81113,85889,1,0,3,4,1,0,6,6,1,1,24,23,1343,1387
85200,86175,1,1,4,2,1,0,8,8,2,2,21,22,1508,1440
88589,86222,1,2,5,3,1,0,7,10,1,3,19,12,1591,1580
80713,86525,0,0,4,2,0,0,7,7,1,1,20,16,1418,1411
84084,86720,3,0,3,4,0,1,8,8,2,2,19,25,1332,1431
79078,87312,1,1,1,6,0,1,6,10,1,4,10,25,1456,1445
85055,87706,1,0,4,3,1,0,10,10,1,1,13,15,1601,1550
74185,88209,0,1,2,5,1,0,3,3,0,0,13,18,1354,1382
85877,88219,2,0,2,6,1,0,7,7,0,0,14,14,1512,1552
77156,89418,1,0,3,4,0,1,5,5,0,0,14,29,1405,1442
82686,91494,0,1,5,2,0,1,9,9,2,2,17,26,1333,1404
97432,91988,2,1,5,3,0,1,11,11,5,5,24,29,1645,1398
92016,93497,3,0,3,4,1,0,7,7,0,0,25,23,1452,1652
92082,93518,2,0,3,4,0,0,7,7,2,2,8,12,1735,1709
87286,93730,1,1,4,3,1,0,5,5,2,2,22,25,1395,1423
92168,95579,3,0,3,4,0,0,8,8,2,2,25,33,1424,1504
100012,100353,0,4,3,5,0,1,10,7,2,1,25,26,1706,1569
